CountyName,RecType,"Region-2 County-3 District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat
Cook,Non Pub Sch,15016614X,10,0,St Mary of the Lake School,Christine M Boyd,1026 W Buena Ave,Chicago,60613 2009,773281-0018,P-8,12,6,9,3
Cook,Non Pub Sch,15016618X,10,0,St Mary Star of the Sea,Candice M Usauskas,6424 S Kenneth Ave,Chicago,60629 5525,773767-6160,P-8,22,11,3,3
Cook,Non Pub Sch,15016619X,10,0,St Mary of the Woods School,Mrs. Mary Yamoah,6959 N Hiawatha Ave,Chicago,60646,773763-7577,P-8,15,8,5,3
Cook,Non Pub Sch,15016620X,10,0,Maternity B V M School,Christina Molina,1537 N Lawndale Ave,Chicago,60651 2105,773227-1140,P-8,4,2,4,3
Cook,Non Pub Sch,15016622X,10,0,St Matthias/Transfiguration Sch,Mrs. Sheila Klich,4910 N Claremont Ave,Chicago,60625 1972,773784-0999,P-8,13,7,5,3
Cook,Non Pub Sch,15016624X,10,0,St Nicholas of Tolentine School,Mariagnes Menden,3741 W 62nd St,Chicago,60629 4014,773735-0772,P-8,22,11,3,3
Cook,Non Pub Sch,15016626X,14,0,St Nicholas Cathedral,Ms. Anna Cirilli,2200 W Rice St,Chicago,60622 4811,773384-7243,P-8,10,5,7,3
Cook,Non Pub Sch,15016627X,10,0,Bridgeport Catholic - S Campus,Mrs. Caroline W Koster,3700 S Lowe Ave,Chicago,60609 1643,773376-6223,P-8,6,3,3,3
Cook,Non Pub Sch,15016630X,10,0,St Monica School,Mr. Raymond L Coleman,5115 N Mont Clare Ave,Chicago,60656 3601,773631-7880,P-8,20,10,5,3
Cook,Non Pub Sch,15016632X,10,0,St Michael School,Ms. Vikki O Stokes,8231 S South Shore Dr,Chicago,60617 2152,773221-0212,P-8,25,13,2,3
Cook,Non Pub Sch,15016643X,16,0,Chicago Montessori,Jennifer L Hanna,1713 W Cullom Ave,Chicago,60613 1101,773525-4358,"P,K",11,6,5,3
Cook,Non Pub Sch,15016647X,10,0,St Ladislaus,Linda L Brusky,3330 N Lockwood Ave,Chicago,60641 4184,773545-5600,P-8,39,20,4,3
Cook,Non Pub Sch,15016662X,26,0,United Educational Cultural Acad,Ms. Gretchen Jackson,1236 W 103rd St # 42,Chicago,60643 2361,773238-2707,P-8,27,14,1,3
Cook,Non Pub Sch,15016665S,5,0,Jewish Child and Family Services,Ms. Sandra P Spicher,3145 W Pratt Blvd,Chicago,60645 4125,773467-3900,K-12,16,8,9,3
Cook,Non Pub Sch,15016682X,1,0,Lake Shore Preparatory School,Laura Jordan,300 W Hill St,Chicago,60610 2549,312266-2020,P-3,9,5,7,3
Cook,Non Pub Sch,15016685X,1,0,A-Karrasel,Anthony P Morelli,5510 W Fullerton Ave,Chicago,60639 1329,773637-1022,"P,K,U",3,2,4,3
Cook,Non Pub Sch,15016686Z,11,0,Chicago S D A Academy,Mrs. Marie Smith,7008 S Michigan Ave,Chicago,60637 4512,773873-3005,P-12,32,16,1,3
Cook,Non Pub Sch,15016692X,1,0,Lake Shore School,Mrs. Farah Essa,6759 N Greenview Ave,Chicago,60626 4207,773561-6707,P-8,14,7,9,3
Cook,Non Pub Sch,15016693X,3,0,Daystar School,Mrs. Tami Doig,1550 S State St,Chicago,60605 7805,312791-0001,P-8,6,3,7,3
Cook,Non Pub Sch,15016697S,19,0,Hyde Park Day School,Mr. Jay Alan Smith,6254 S Ellis Ave,Chicago,60637 2616,773420-2554,1-8,25,13,1,3
Cook,Non Pub Sch,15016699X,1,0,Institute of Positive Education,Ms. Kimberly Taylor,7825 S Ellis Ave,Chicago,60619 3294,773651-9599,P,5,3,1,3
Cook,Non Pub Sch,15016705X,6,0,Holy Family School,Mrs. Cheryl Collins,3415 W Arthington St,Chicago,60624 4104,773265-0550,K-8,9,5,7,3
Cook,Non Pub Sch,15016712X,16,0,Brickton Montessori School,Ms. Cheryl LaCost,8622 W Catalpa Ave,Chicago,60656 1116,773714-0646,P-8,55,28,9,3
Cook,Non Pub Sch,15016725X,1,0,Urban Prairie Waldorf School,Ms. Peggy Lofgren,1220 W Lexington St,Chicago,60607 4111,312733-5337,1-8,9,5,7,3
Cook,Non Pub Sch,15016727S,19,0,Rush Day School,Jean Heideman,2150 W Harrison St,Chicago,60612 3706,312942-6627,3-8,9,5,7,3
Cook,Non Pub Sch,15016735X,16,0,Beverly Montessori School,Kelley Ciraulo,9916 S Walden Pkwy,Chicago,60643 1806,773239-7635,"P,K",35,18,1,3
Cook,Non Pub Sch,15016738X,16,0,Rogers Park Montessori School,Debra Senoff Langford,1800 W Balmoral Ave,Chicago,60640 1002,773271-1700,P-8,13,7,5,3
Cook,Non Pub Sch,15016743Z,1,0,Francis W Parker School,Dr. Daniel B Frank,330 W Webster Ave,Chicago,60614 3820,773353-3000,P-12,12,6,5,3
Cook,Non Pub Sch,15016757S,14,0,Uhlich Academy,Ms. Cherilyn D Thomas,3110 W Grand Ave,Chicago,60622 4324,773722-3097,K-12,4,2,7,3
Cook,Non Pub Sch,15016761Y,1,0,ASPIRA Antonia Pantoja Alt H S,Hugo Campuzano,3121 N Pulaski Rd,Chicago,60641 5447,773252-0970,9-12,39,20,4,3
Cook,Non Pub Sch,15016763X,6,0,Christ the King Lutheran School,Mrs. Geraldine L Brazeal,3701 S Lake Park Ave,Chicago,60653 2012,773536-1984,P-8,26,13,7,3
Cook,Non Pub Sch,15016770S,19,0,So Central Comm Serv-So Shore,Geneva B Reynolds,7550 S Phillips Ave,Chicago,60649 3724,773374-2223,9-12,25,13,2,3
Cook,Non Pub Sch,15016778Z,14,0,CS Academy,Ms. Domonique Dionn Ziegler,6014 S Racine Ave,Chicago,60636 1918,773778-0818,P-12,6,3,7,3
Cook,Non Pub Sch,15016780X,1,0,Latin School of Chicago Lower,Mr. Randall Dunn,1531 N Dearborn Pkwy,Chicago,60610 2472,312582-6014,P-4,12,6,5,3
Cook,Non Pub Sch,15016781X,5,0,Yeshiva Ohr Boruch,Rabbi Moshe Unger,2620 W Touhy Ave,Chicago,60645 3110,773262-0885,P-8,16,8,9,3
Cook,Non Pub Sch,15016785Y,1,0,Latin School of Chicago Upper,Mr. Randall Dunn,59 W North Blvd,Chicago,60610 1403,312582-6014,5-12,12,6,5,3
Cook,Non Pub Sch,15016787X,11,0,Beverly Hills S D A School,Dahne Foster,9356 S Justine St,Chicago,60620 5126,773779-5158,"P,2,4-8",35,18,1,3
Cook,Non Pub Sch,15016788X,16,0,Childrens House of Miss Tammie,Tammie Crutcher,1448 E 53rd St,Chicago,60615 4512,773643-4062,"P,U",25,13,1,3
Cook,Non Pub Sch,15016789Z,11,0,North Shore SDa Junior Academy,Mr. Marshall Merklin,5220 N California Ave,Chicago,60625 3502,773769-0733,P-10,13,7,5,3
Cook,Non Pub Sch,15016791Y,5,0,Lubavitch Mesivta of Chicago,Moshe Perlstein,2756 W Morse Ave,Chicago,60645 4519,773262-0430,9-12,16,8,9,3
Cook,Non Pub Sch,15016796Y,1,0,Chicago Academy for the Arts,Mr. Jason Patera,1010 W Chicago Ave,Chicago,60642 5414,312421-0202,9-12,10,5,7,3
Cook,Non Pub Sch,15016798X,14,0,New Birth Training Institute,Robbie Wilkerson,1140 N Lamon Ave,Chicago,60651 3103,773261-7404,11-12,8,4,7,3
Cook,Non Pub Sch,15016802X,14,0,West Englewood Christian Comm Sch,Rev. D A Crushshon,7326 S Racine Ave,Chicago,60636 4112,773224-7083,"P-4,6-7",31,16,1,3
Cook,Non Pub Sch,15016805Y,5,0,Brisk Academy-Yeshivas Brisk,Asher Krupnick,3000 W Devon Ave,Chicago,60659 1406,773274-1177,9-12,16,8,9,3
Cook,Non Pub Sch,15016806X,10,0,Frances Xavier Warde Schools,Mr. Michael Kennedy,751 N State St,Chicago,60654 3835,312466-0700,P-8,5,3,7,3
Cook,Non Pub Sch,15016810X,3,0,The Cambridge Sch Chicago,LaTonia Lambert,4611 S Ellis Ave,Chicago,60653 3624,773924-1200,P-6,25,13,7,3
Cook,Non Pub Sch,15016813S,19,0,Anixter School,Ms. Amber Moyer,6610 N Clark St,Chicago,60626 4062,773761-4651,U,14,7,9,3
Cook,Non Pub Sch,15016815X,23,0,ICCI Academy,Dr. Mohamed Elnatour,6435 W Belmont Ave,Chicago,60634 3924,773637-3755,P-7,3,2,5,3
Cook,Non Pub Sch,15016822X,23,0,ICC Full Time School,Ather Sultana,5933 N Lincoln Ave,Chicago,60659 3728,773989-9350,P-8,13,7,5,3
Cook,Non Pub Sch,15016823Y,5,0,Yeshivas Meor Hatorah,Steven E Kurtz,3635 W Devon Ave,Chicago,60659 1212,773465-0419,9-12,15,8,5,3
Cook,Non Pub Sch,15016824Y,5,0,Lubavitch Girls High Sch,Mrs. Kreindel A Pinkus,6350 N Whipple St,Chicago,60659 1420,773743-7716,"9-12,U",16,8,9,3
Cook,Non Pub Sch,15016825X,14,0,Salem Christian Acad,Ms. Mogda Walker,11816 S Indiana Ave,Chicago,60628 6227,773925-0145,P-8,29,15,2,3
Cook,Non Pub Sch,15016827X,14,0,Educate Empower Academy,Adelia Jones,12900 S Halsted St,Chicago,60628 7433,773629-8867,P-5,28,14,1,3
Cook,Non Pub Sch,15016828X,6,0,Holy Spirit Academy,Sharon B Jones,1335 W 115th St,Chicago,60643 4446,773264-4649,P,27,14,1,3
Cook,Non Pub Sch,15016831Z,23,0,Muhammad University,Jason Karriem,7351 S Stony Island Ave,Chicago,60649 3106,773643-0700,P-8,26,13,2,3
Cook,Non Pub Sch,15016838X,16,0,Council Oak Montessori School,Ms. Lila F Jokanovic,PO Box 175,Blue Island,60406 0175,773779-7606,P-8,27,14,1,3
Cook,Non Pub Sch,15016845Y,5,0,Bais Yaakov High Sch of Chicago,Shulamis Keller,5800 N Kimball Ave,Chicago,60659 3504,773267-1494,9-12,15,8,5,3
Cook,Non Pub Sch,15016853X,16,0,Ancona School Society Inc,Bonnie L Wishne,4770 S Dorchester Ave,Chicago,60615 2023,773924-2356,P-8,25,13,1,3
Cook,Non Pub Sch,15016858S,19,0,Beacon Therapeutic School,Mr. Lawrence A Wyrobek,10650 S Longwood Dr,Chicago,60643 2617,773881-1005,K-8,35,18,3,3
Cook,Non Pub Sch,15016861Y,1,0,Jane Addams High School,Theresa Comparini,1814 S Union Ave,Chicago,60616 1045,312563-1746,9-12,2,1,4,3
Cook,Non Pub Sch,15016862Y,1,0,West Town Academy,Ms. Alicia Schutter,534 N Sacramento Blvd,Chicago,60612 1024,312563-9044,9-12,10,5,7,3
Cook,Non Pub Sch,15016864Y,5,0,Hanna Sacks Bais Yaakov High Sch,Mrs. Tobie Teller,3021 W Devon Ave,Chicago,60659 1405,773338-9222,9-12,16,8,9,3
Cook,Non Pub Sch,15016868S,19,0,Stuart G Ferst School,Mo Buti,6050 N California Ave,Chicago,60659 3916,773761-4651,2-12,16,8,9,3
Cook,Non Pub Sch,15016869S,19,0,Chicago Lighthouse Childrens Development Center,Ms. Lee Burklund,1850 W Roosevelt Rd,Chicago,60608 1200,312666-1331,K-12,9,5,7,3
Cook,Non Pub Sch,15016874Y,1,0,Westside Holistic Leadership Aca,Daisy Lopez,4909 W Division St,Chicago,60651 3161,773261-0994,9-12,8,4,7,3
Cook,Non Pub Sch,15016883S,19,0,Esperanza School,Cindy Dombkowski,520 N Marshfield Ave,Chicago,60622 6731,312243-6097,1-12,10,5,5,3
Cook,Non Pub Sch,15016886S,19,0,Gateway to Learning School,Cheryl Hennelly,4925 N Lincoln Ave,Chicago,60625 2609,773784-3200,U,13,7,5,3
Cook,Non Pub Sch,15016888X,1,0,Sanders Academy of Excellence,Tonisia A Reid,11515 S Prairie Ave,Chicago,60628 5611,773568-7240,P-8,34,17,2,3
Cook,Non Pub Sch,15016892X,10,0,Cardinal Bernardin Center,Mrs. Barbara Labotka,1651 W Diversey Pkwy,Chicago,60614 1027,773975-6330,"P-3,U",11,6,5,3
Cook,Non Pub Sch,15016894X,20,0,Oakdale Christian Academy,Brian J Parker,9440 S Vincennes Ave,Chicago,60620 3680,773779-9440,P-6,27,14,1,3
Cook,Non Pub Sch,15016898Y,26,0,Chicago Hope Academy,Mrs. Alyssa Dons,2189 W Bowler St,Chicago,60612 4201,312491-1600,9-12,9,5,7,3
Cook,Non Pub Sch,15016899S,19,0,Lawrence Hall Youth Services,Ms. Victoria Hicks,4833 N Francisco Ave,Chicago,60625 3640,773769-3511,3-12,13,7,5,3
Cook,Non Pub Sch,15016900X,3,0,Chicago West Side Christian Sch,Mary J Post,1240 S Pulaski Rd,Chicago,60623 1233,773542-0663,P-8,9,5,7,3
Cook,Non Pub Sch,15016905Z,1,0,GCE Lab School,Eric Davis,1535 N Dayton St,Chicago,60642 8054,312643-0991,"6,10-11",9,5,7,3
Cook,Non Pub Sch,15016910X,16,0,Near North Montessori School,Audrey Perrott,1434 W Division St,Chicago,60642 3778,773384-1434,P-8,10,5,5,3
Cook,Non Pub Sch,15016915Z,2,0,Ravenswood Baptist Christian Sch,Karl D Engle,4437 N Seeley Ave,Chicago,60625 1703,773561-6576,K-12,13,7,5,3
Cook,Non Pub Sch,15016927X,16,0,Wonder Montessori School,Mrs. Gwen Ku,5644 N Pulaski Rd,Chicago,60646 6717,773509-1296,"P,K",15,8,5,3
Cook,Non Pub Sch,15016931X,1,0,Kidwatch Plus Inc,Kathryn Barnaby,3330 N Lockwood Ave,Chicago,60641 4111,773993-0536,"P,K",40,20,4,3
Cook,Non Pub Sch,15016947S,16,0,Chicago Urban Day School,Renee Jordan,1248 W 69th St,Chicago,60636 3552,773483-3555,"P,3-4,7-8",32,16,7,3
Cook,Non Pub Sch,15016949Y,3,0,Cornerstone Academy,James T Wilkes,1111 N Wells St # 4TH,Chicago,60610 7635,312573-8854,"9-12,U",9,5,7,3
Cook,Non Pub Sch,15016950X,1,0,P L A I D Academy,Jean Marie Altman,2017 W 110th Pl,Chicago,60643 4034,773238-2603,P-8,35,18,3,3
Cook,Non Pub Sch,15016957Y,1,0,Academy of Scholastic Achievement,Gladys Simpson,4651 W Madison St,Chicago,60644 3646,773921-1315,U,10,5,7,3
Cook,Non Pub Sch,15016962X,10,0,Children of Peace School,Clair Zaffaroni,1900 W Taylor St,Chicago,60612 3742,312243-8186,P-8,9,5,7,3
Cook,Non Pub Sch,15016963S,19,0,New Horizon Center for the DD,Kathleen Nelson,6737 W Forest Preserve Ave,Chicago,60634 1470,773286-6226,"3-6,8-12",19,10,5,3
Cook,Non Pub Sch,15016967X,14,0,Circle/Rock Preparatory School,Cathy Strokosch,118 N Central Ave,Chicago,60644 3101,773854-1615,P-8,8,4,7,3
Cook,Non Pub Sch,15016970X,10,0,San Miguel/Back-of-the-Yards,M Anderer-McClelland,1949 W 48th St,Chicago,60609 4145,773890-1481,6-8,2,1,3,3
Cook,Non Pub Sch,15016974Z,1,0,Lycee Francais De Chicago,Eric Veteau,1929 W Wilson Ave,Chicago,60640,773665-0066,P-12,12,6,9,3
Cook,Non Pub Sch,15016975Y,1,0,Austin Career Education Center,Debra Williams,5352 W Chicago Ave,Chicago,60651 2857,773626-6988,10-12,8,4,7,3
Cook,Non Pub Sch,15016980X,3,0,Salem Christian School,Mr. Hector Quintana,2018 N Richmond St,Chicago,60647 3911,773227-5580,P-8,39,20,4,3
Cook,Non Pub Sch,15016984X,1,0,Childrens Center Outreach,Ms. Olivia R Ramsey,12803 S Halsted St,Chicago,60628 7430,773264-5171,P-5,28,14,1,3
Cook,Non Pub Sch,15016985Y,10,0,Cristo Rey Jesuit High School,Ms. Patricia Garrity,1852 W 22nd Pl,Chicago,60608 4302,773890-6800,9-12,2,1,4,3
Cook,Non Pub Sch,15016994X,1,0,Chicago City Day School,Galeta Kaar Clayton,541 W Hawthorne Pl,Chicago,60657 2922,773327-0900,P-8,12,6,5,3
Cook,Non Pub Sch,15016996X,26,0,Rescue Missionary Christian Sch,Marilyn Keeter,7740 S Eberhart Ave,Chicago,60619 2919,773224-0439,"P-8,U",34,17,1,3
Cook,Non Pub Sch,15016999X,1,0,A Place of Hope Christian Ministries,Dr. Donna D Richardson,2434 E 87th St,Chicago,60617 2332,773768-7091,P-3,33,17,2,3
Dekalb,Non Pub Sch,16019001X,10,0,St Mary School,Ms. Jan Benson,222 Waterman St,Sycamore,60178 2141,815895-5215,P-8,70,35,14,3
Dekalb,Non Pub Sch,16019002X,16,0,International Montessori Academy Inc,Mrs. Kimberly A Staffey,1815 Mediterranean Dr,Sycamore,60178 3144,815758-6822,P-5,70,35,14,3
Dekalb,Non Pub Sch,16019003X,10,0,St Mary,Mrs. Roseann Feldmann,210 Gurler Rd,DeKalb,60115 8683,815756-7905,P-8,90,45,16,3
Dekalb,Non Pub Sch,16019005Y,14,0,Crossroads Academy,Doug Pierson,49W294 US Highway 30,Big Rock,60511 9707,630556-3202,9-12,70,35,14,3
Dekalb,Non Pub Sch,16019008Z,20,0,Somonauk Christian School,Dennis Keith,315 E North St,Somonauk,60552 3168,815498-2312,P-5,90,45,14,3
Dekalb,Non Pub Sch,16019100Z,26,0,Cornerstone Christian Academy,Tom Olmstead,355 N Cross St,Sycamore,60178 1231,815895-8522,P-12,70,35,14,3
Dekalb,Non Pub Sch,16019102S,19,0,The Camelot Schools,Kay Moravek,509 Oak St,DeKalb,60115 3360,815981-4644,1-12,70,35,16,3
Dekalb,Non Pub Sch,16019103X,16,0,Montessori Childrens House of Sycamore & Dekalb,Robin Bothe,26555 Brickville Rd,Sycamore,60178 8602,815895-0303,"P,K",70,35,14,3
Dekalb,Non Pub Sch,16019428Z,1,0,The International Online School of America,Mr. Amando R Boncales,PO Box 39,Dekalb,60115 0039,815981-1100,P-12,70,35,16,3
Dekalb,Non Pub Sch,16019429Z,14,0,Online Christian Academy,Mr. Amando R Boncales,PO Box 39,Dekalb,60115 0039,815981-1100,K-12,77,35,16,3
Livingston,Non Pub Sch,17053002X,10,0,St Mary School,Richard Morehouse,414 N Main St,Pontiac,61764 1932,815844-6585,K-8,106,53,16,3
Livingston,Non Pub Sch,17053003X,10,0,St Paul School,Mr. Richard Morehouse,300 S West St,Odell,60460 9502,815998-2194,P-8,106,53,16,3
Livingston,Non Pub Sch,17053005X,26,0,Pontiac Christian School,Ms. Denise Plenert,18034 N 2100 East Rd,Pontiac,61764 3512,815842-1322,P-8,106,53,16,3
Livingston,Non Pub Sch,17053027Z,25,0,Open Door of Hope Christian Acad,Rev. Glen Roedell,RR 2 Box 40,Forrest,61741,815832-4695,"4,6,8",105,53,15,3
Livingston,Non Pub Sch,17053028Y,14,0,Salem Ranch Jr & Sr High Sch,Mr. Terry Benge,15161 N 400 East Rd,Flanagan,61740 9143,815796-4561,7-12,106,53,16,3
Livingston,Non Pub Sch,17053029X,1,0,Grace Christian School,Mr. Jake Krause,1314 E Indiana Ave,Pontiac,61764 1208,815419-2030,P-8,106,53,16,3
Logan,Non Pub Sch,17054001X,10,0,Carroll Catholic School,Mr. David Welch,111 4th St,Lincoln,62656 2611,217732-7518,P-8,87,44,18,3
Logan,Non Pub Sch,17054002X,6,0,Zion Lutheran School,Mrs. Sara McCormick,203 S Vine St,Mount Pulaski,62548 1272,217792-5715,P-8,87,44,18,3
Logan,Non Pub Sch,17054003Z,2,0,Park Meadows Baptist Academy,Tony Bazen,800 Memorial Park Rd,Lincoln,62656 9112,217732-6900,5-10,87,44,18,3
Logan,Non Pub Sch,17054010X,6,0,Zion Lutheran School,Mrs. Pamela R Fuiten,1600 Woodlawn Rd,Lincoln,62656 9787,217732-3977,P-8,87,44,18,3
McLean,Non Pub Sch,17064001X,10,0,Epiphany School,Mike Lootens,1002 E College Ave,Normal,61761 3129,309452-3268,P-8,105,53,18,3
McLean,Non Pub Sch,17064002X,10,0,Corpus Christi Catholic School,Gwenn M Roche,1909 E Lincoln St,Bloomington,61701 7131,309662-3712,P-8,88,44,13,3
McLean,Non Pub Sch,17064003Y,10,0,Central Catholic High School,Mr. Sean Foster,1201 Airport Rd,Bloomington,61704 2534,309826-6677,9-12,105,53,18,3
McLean,Non Pub Sch,17064004X,6,0,Trinity Lutheran,Shawn Hoffmann,1102 W Hamilton Rd,Bloomington,61704 8657,309829-7513,P-8,88,44,13,3
McLean,Non Pub Sch,17064006X,10,0,St Mary School,Mrs. Jamie L Hartrich,603 W Jackson St,Bloomington,61701 4984,309828-5954,P-8,88,44,13,3
McLean,Non Pub Sch,17064008Y,1,0,Youthbuild Academy,Ms. Tracey Polson,360 Wylie Dr Ste 305,Normal,61761 5500,309454-3898,9-12,105,53,18,3
McLean,Non Pub Sch,17064009X,14,0,Christian Life Academy,Joshua J Horning,PO Box 235,Hopedale,61747 0235,309449-3346,P-8,91,46,17,3
McLean,Non Pub Sch,17064011Z,2,0,Calvary Baptist Academy,Mr. Michael Sturgill,1017 N School St,Normal,61761 1255,309452-7912,K-12,105,53,13,3
McLean,Non Pub Sch,17064012X,1,0,Mulberry School,Mrs. Kim Walk,1101 Douglas St,Normal,61761 6412,309862-0510,P-3,105,53,18,3
McLean,Non Pub Sch,17064023S,7,0,Hammitt School at the Baby Fold,Mrs. Dianne Schultz,108 E Willow St,Normal,61761 1640,309452-1170,P-12,105,53,18,3
McLean,Non Pub Sch,17064027X,26,0,Cornerstone Christian Academy,Doug Pavey,PO Box 1608,Bloomington,61702 1608,309662-9900,P-11,105,53,18,3
McLean,Non Pub Sch,17064028X,1,0,Chesterbrook Academy,Stacy Stotler,212 N Williamsburg Dr,Bloomington,61704 3571,309662-0803,"P,K",105,53,18,3
Dupage,Non Pub Sch,19022001X,6,0,Bethany Lutheran School,Pamela Mueller,1550 Modaff Rd,Naperville,60565 6191,630355-6607,P-8,41,21,11,3
Dupage,Non Pub Sch,19022003X,10,0,Holy Trinity,Pamela Simon,108 S Linden Ave,Westmont,60559 2011,630971-0184,P-8,47,24,6,3
Dupage,Non Pub Sch,19022004X,6,0,Immanuel Lutheran School,Mr. Paul K Trettin,148 E 3rd St,Elmhurst,60126 2461,630832-9302,P-8,47,24,5,3
Dupage,Non Pub Sch,19022006X,6,0,Lutheran School of St Luke,Pastor Alex Duff,410 S Rush St,Itasca,60143 2130,630773-0396,"P-8,U",45,23,8,3
Dupage,Non Pub Sch,19022007X,20,0,Creme De La Creme,Marci Jo Engler,4625 Weaver Pkwy,Warrenville,60555 3933,630393-0989,"P,K",41,21,6,3
Dupage,Non Pub Sch,19022008X,10,0,Notre Dame School,Mary Ann Feeney,66 Norfolk Ave,Clarendon Hills,60514 1212,630323-1642,P-8,47,24,6,3
Dupage,Non Pub Sch,19022009X,16,0,New Day Montessori,Heather Craig-Somerlot,25W007 75th St,Naperville,60565 1681,630428-1334,"P,K",81,41,11,3
Dupage,Non Pub Sch,19022012X,10,0,Holy Family Catholic School,Mrs. Linda M Kelly,145 E Grand Ave,Bensenville,60106 3492,630766-0116,P-8,77,39,5,3
Dupage,Non Pub Sch,19022013Y,10,0,St Francis High School,Raeann Huhn,2130 W Roosevelt Rd,Wheaton,60187 6085,630668-5800,9-12,42,21,6,3
Dupage,Non Pub Sch,19022014X,1,0,Avery Coonley School,Mr. Paul Druzinsky,1400 Maple Ave,Downers Grove,60515 4849,630969-0800,P-8,81,41,6,3
Dupage,Non Pub Sch,19022015X,6,0,Trinity Lutheran School,Mrs. Dawn Koenig,405 Rush St,Roselle,60172 2228,630894-3263,P-8,45,23,8,3
Dupage,Non Pub Sch,19022016Y,10,0,I C Catholic Prep,Pamela M Levar,217 S Cottage Hill Ave,Elmhurst,60126 3352,630530-3460,9-12,47,24,5,3
Dupage,Non Pub Sch,19022017X,10,0,St Irene School,Margaret Detwiler,3S601 Warren Ave,Warrenville,60555 3333,630393-9303,P-8,41,21,6,3
Dupage,Non Pub Sch,19022018Z,16,0,Carmel Montessori Academy,Jacob Lafranzo,3S238 State Route 59,Warrenville,60555 1530,630393-2996,U,41,21,14,3
Dupage,Non Pub Sch,19022019X,10,0,St John The Baptist,Michelle E Tovey,0S259 Church St,Winfield,60190 1244,630668-2625,P-8,42,21,6,3
Dupage,Non Pub Sch,19022020X,6,0,St Johns Lutheran,Mr. David Ingwersen,220 S Lincoln Ave,Lombard,60148 2511,630932-3196,P-8,48,24,6,3
Dupage,Non Pub Sch,19022023X,10,0,St Joseph School,Rita Stasi,4832 Highland Ave,Downers Grove,60515 3615,630969-4306,K-8,81,41,6,3
Dupage,Non Pub Sch,19022024X,10,0,St Joan of Arc,Mr. Michael Sweeney,4913 Columbia Ave,Lisle,60532 3503,630969-1732,P-8,48,24,11,3
Dupage,Non Pub Sch,19022025X,16,0,Seton Little Peoples Montessori,Anna Perry,5728 Virginia Ave,Clarendon Hills,60514 1607,630655-1066,P-6,47,24,6,3
Dupage,Non Pub Sch,19022026X,1,0,Greentree Presch and Early Ed Cnt,Melissa D Alton,25W725 Jewell Rd,Wheaton,60187 2931,630665-2558,"P,K",42,21,6,3
Dupage,Non Pub Sch,19022027X,10,0,Our Lady of Peace,Mr. Anthony Wilkinson,709 Plainfield Rd,Darien,60561 4213,630325-9220,P-8,82,41,11,3
Dupage,Non Pub Sch,19022028X,10,0,St Mary of Gostyn School,Mr. Chistopher Tiritilli,440 Prairie Ave,Downers Grove,60515 3832,630968-6155,P-8,81,41,6,3
Dupage,Non Pub Sch,19022029X,10,0,St Mary,Nancy Coughlin,147 Garden St,West Chicago,60185 2205,630231-1776,P-8,49,25,6,3
Dupage,Non Pub Sch,19022030X,10,0,St Matthew School,Regina Pestrak,1555 Glen Ellyn Rd,Glendale Heights,60139 2576,630858-3112,P-8,46,23,8,3
Dupage,Non Pub Sch,19022031X,10,0,St Michael,Lisa Brown,314 W Willow Ave,Wheaton,60187 5050,630665-1454,P-8,42,21,6,3
Dupage,Non Pub Sch,19022033X,10,0,St Peter the Apostle Sch,Mary Ellyn Billmeyer,500 N Cherry St,Itasca,60143 1602,630773-1979,P-8,45,23,8,3
Dupage,Non Pub Sch,19022034X,10,0,SS Peter and Paul School,Mrs. Karen Meskill,201 E Franklin Ave,Naperville,60540 4653,630355-0113,K-8,41,21,6,3
Dupage,Non Pub Sch,19022035X,10,0,St Petronille,Ms. Maureen Aspell,425 Prospect Ave,Glen Ellyn,60137 4548,630469-5041,K-8,48,24,6,3
Dupage,Non Pub Sch,19022036X,10,0,St Philip the Apostle School,Mrs. Julie Noonan,1233 W Holtz Ave,Addison,60101 2161,630543-4130,P-8,45,23,8,3
Dupage,Non Pub Sch,19022037X,10,0,St Pius X,Patricia A Walther,601 Westmore Meyers Rd,Lombard,60148 3711,630627-2353,P-8,48,24,8,3
Dupage,Non Pub Sch,19022038Y,10,0,Benet Academy,Stephen A Marth,2200 Maple Ave,Lisle,60532 2393,630719-2782,9-12,42,21,6,3
Dupage,Non Pub Sch,19022039X,10,0,St Raphael School,Mrs. Mary Conlon Rehfield,1215 Modaff Rd,Naperville,60540 7818,630355-1880,K-8,41,21,11,3
Dupage,Non Pub Sch,19022040X,10,0,St Scholastica School,Mrs. Nikki Kanzia,7720 Janes Ave,Woodridge,60517 2922,630985-2515,K-8,85,43,11,3
Dupage,Non Pub Sch,19022041X,10,0,St Walter School,Mary C Lloyd,201 W Maple Ave,Roselle,60172 2157,630529-1721,P-8,45,23,8,3
Dupage,Non Pub Sch,19022042Y,3,0,Timothy Christian High School,Mr. Brad Mitchell,1061 S Prospect Ave,Elmhurst,60126 5263,630833-4616,9-12,47,24,5,3
Dupage,Non Pub Sch,19022043X,3,0,Naperville Christian Academy,Kim Macintyre,1451 Raymond Dr Ste 200,Naperville,60563 8948,630637-9622,P-12,41,21,6,3
Dupage,Non Pub Sch,19022045X,6,0,Trinity Lutheran Pre-School,Jackie Lesch,331 George St,West Chicago,60185 3118,630231-5849,"P,K",49,25,14,3
