CountyName,RecType,"Region-2 County-3 District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat
Madison,Dist,410570235,0,0,William M Bedell-ARC,Gary Osborne,400 S Main St,Wood River,62095 1426,618251-2175,,111,56,12,C
Madison,School,410570235,0,160,William M Bedell-Wood River,Cheryl Blaha,400 S Main St,Wood River,62095 1426,618251-2175,,111,56,12,D
Madison,Dist,410570284,0,0,Madison Co Regional Office of Ed,Robert A Daiber,157 N Main St,Edwardsville,62025 1960,618296-4530,,112,56,13,C
Madison,School,410570284,0,330,Madison Co Ed Therapy Cntr,Michele Watkins,201 Staunton Rd,Troy,62294 1227,618667-0633,,108,54,15,D
McHenry,Dist,440630327,0,0,Alexander Leigh Cntr for Autism,Kelly Weaver,620 N Rte 31,Crystal Lake,60012,815477-2522,,64,32,14,C
McHenry,School,440630327,0,219,Alexander Leigh Cntr for Autism,Dr. Theresa Baker,620 N Rte 31,Crystal Lake,60012,815477-2522,,64,32,14,D
Ogle,Dist,470710273,0,0,Milestone Inc,Shawn Way,4060 McFarland Rd,Loves Park,61111 4402,815654-6100,,68,34,16,C
Ogle,School,470710273,0,475,RocVale Childrens Home,Joe Pinge,4450 N Rockton Ave,Rockford,61103 1526,815639-2956,,68,34,16,D
Peoria,Dist,480720052,0,0,Childrens Home Assoc of IL,Matt George,2130 N Knoxville Ave,Peoria,61603 2460,309685-1047,,92,46,17,C
Peoria,School,480720052,0,298,Academy for Autism,Patrick Cassady,404 NE Madison Ave,Peoria,61603 3720,309687-7734,,92,46,17,D
Peoria,School,480720052,0,314,Academy for Autism- Int,Patrick Cassady,404 NE Madison Ave,Peoria,61603 3720,309687-7734,,92,46,17,D
Peoria,School,480720052,0,407,Childrens Home - Weaver,Cindy Hoffman,7225 W Plank Rd,Peoria,61604 5252,309687-6604,,91,46,18,D
Peoria,School,480720052,0,408,Kiefer School - Madison,Allison Childers,404 NE Madison Ave,Peoria,61603 3720,309687-7734,,92,46,17,D
Peoria,School,480720052,0,416,Childrens Home - Challenger,Cindy Hoffman,7225 W Plank Rd,Peoria,61604 5252,309687-6604,,91,46,18,D
Peoria,School,480720052,0,442,Childrens Home-Columbia,Cindy Hoffman,400 E Frye Ave,Peoria,61603 2540,309687-7739,,92,46,17,D
Peoria,School,480720052,0,473,Childrens Home - Sommer,Stacie Billingsley,2019 N Bigelow St,Peoria,61604 3505,309687-6605,,92,46,17,D
Peoria,School,480720052,0,541,Childrens Home Assn-Youth Farm,Stacie Billingsley,7225 W Plank Rd,Peoria,61604 5252,309687-6605,,91,46,18,D
Peoria,School,480720052,0,572,Kiefer School - Madison-Intensive,Allison Childers,404 NE Madison Ave,Peoria,61603 3720,309687-7734,,92,46,17,D
Peoria,School,480720052,0,591,Childrens Home Assoc Ent Unit,Cindy Hoffman,7225 W Plank Rd,Peoria,61604 5252,309687-6604,,91,46,18,D
Peoria,School,480720052,0,592,Childrens Home Assoc Atl Unit,Cindy Hoffman,7225 W Plank Rd,Peoria,61604 5252,309687-6604,,91,46,18,D
Rock Island,Dist,490810012,0,0,Arrowhead Ranch,Angela Moody,12200 104th St,Coal Valley,61240 9712,309799-7044,,71,36,17,C
Rock Island,School,490810012,0,404,Arrowhead Academy,Dr. Chester Lien,12200 104th St,Coal Valley,61240 9712,309799-7044,,71,36,17,D
Rock Island,School,490810012,0,555,Arrowhead Academy - Intensive,Dr. Chester Lien,12200 104th St,Coal Valley,61240 9712,309799-7044,,71,36,17,D
Saint Clair,Dist,500820047,0,0,Childrens Center for BD,Carolyn P Birth,353 N 88th St,Centreville,62203 2705,618398-1152,,114,57,12,C
Saint Clair,Dist,500820101,0,0,Hazel Bland Promise Center,Joyce A Williams,2900 State St,East Saint Louis,62205 2234,618274-3500,,114,57,12,C
Saint Clair,School,500820101,0,203,Hazel Bland Promise Center,Joyce A Williams,2900 State St,East Saint Louis,62205 2234,618274-3500,,114,57,12,D
Saint Clair,School,500820101,0,260,Hazel Bland Promise Cntr - Int,Joyce A Williams,2900 State St,East Saint Louis,62205 2234,618274-3500,,114,57,12,D
Saint Clair,Dist,500820254,0,0,Illinois Center for Autism,Susan Szekely,548 S Ruby Ln,Fairview Heights,62208 2614,618398-7500,,113,57,12,C
Saint Clair,School,500820254,0,11,Ill Center for Autism-Granite City,Maria Madaus,3231 Nameoki Rd,Granite City,62040 5001,618451-5826,,112,56,12,D
Saint Clair,School,500820254,0,23,ICA - Granite City - Madison,Lisa Pretto,3101 Madison Ave,Granite City,62040 3620,618451-5808,,112,56,12,D
Saint Clair,School,500820254,0,130,IL Center for Autism-Special,Sandra Rodenberg,548 S Ruby Ln,Fairview Heights,62208 2614,618398-7500,,113,57,12,D
Saint Clair,School,500820254,0,292,IL Center for Autism-Belleville,Sandra Rodenberg,1306 Wabash Ave,Belleville,62220 3370,618398-7500,,113,57,12,D
Saint Clair,School,500820254,0,308,IL Ctr for Autism Grigsby Sat.,Terri Hozian,3801 Old Cargill Rd,Granite City,62040,618973-5727,,111,56,12,D
Saint Clair,Dist,500820321,0,0,Adolescent Adjustment Center,Bernard Polt,353 N 88th St Rear,Centreville,62203 2705,618293-0084,,114,57,12,C
Saint Clair,School,500820321,0,263,Juvenile Transitional Cntr Acad,Amy Polt,353 N 88th St,Centreville,62203 2705,618398-2524,,114,57,12,D
Saint Clair,School,500820321,0,265,Juvenile Transitional Cntr - Int,Amy Polt,353 N 88th St,Centreville,62203 2705,618482-4205,,114,57,12,D
Saint Clair,School,500820321,0,302,JTC Girls-Boys Academy,Amy Polt,4850 Market St,Centreville,62207 2506,618332-3630,,114,57,12,D
Saint Clair,School,500820321,0,374,JTC Girls-Boys Acad Int,Amy Polt,4850 Market St,Centreville,62207 2506,618332-3630,,,,,D
Sangamon,Dist,510840107,0,0,Hope Institute,Clint W Paul,15 E Hazel Dell Ln,Springfield,62712 4210,217585-5437,,99,50,13,C
Sangamon,School,510840107,0,190,Hope Institute-Comm Transition,Cliff Hathaway,2201 Toronto Rd,Springfield,62712 3802,217585-5122,,99,50,13,D
Sangamon,School,510840107,0,191,Hope Institute-Comm Trans-Int,Cliff Hathaway,2201 Toronto Rd,Springfield,62712 3802,217585-5122,,99,50,13,D
Sangamon,School,510840107,0,246,Hope Learning Academy - Lakeshore,Cliff Hathaway,15 E Hazel Dell Ln,Springfield,62712 4210,217585-5437,,99,50,13,D
Sangamon,School,510840107,0,468,Hope Institute-Claremont,Amanda Brott,2117 Claremont Dr,Springfield,62703 5212,217529-3742,,99,50,13,D
Sangamon,School,510840107,0,523,Hope Learning Academy,Cliff Hathaway,15 East Hazel Dell Ln,Springfield,62712 4210,217585-5437,,99,50,13,D
Sangamon,School,510840107,0,525,Hope Learning Academy - Intensive,Cliff Hathaway,15 E Hazel Dell Ln,Springfield,62712 4210,217585-5437,,99,50,13,D
Sangamon,School,510840107,0,526,Hope Institute-Halifax,Amanda Brott,2023 Halifax Dr,Springfield,62703 5291,217585-0026,,99,50,13,D
Sangamon,School,510840107,0,528,Hope Institute-Bluestem,Amanda Brott,3728 Bluestem Ct,Springfield,62712 8778,217585-0134,,96,48,13,D
Sangamon,School,510840107,0,529,Hope Institute-Boxwood,Camille Randall,1401 Boxwood Ct,Springfield,62712 7548,217585-8857,,99,50,13,D
Sangamon,School,510840107,0,530,Hope Institute-Cormorant,Amanda Brott,2210 Cormorant Dr,Springfield,62711 6213,217726-9761,,99,50,18,D
Sangamon,School,510840107,0,531,Hope Institute-James,Amanda Brott,1501 James St,Springfield,62703 5380,217529-8076,,99,50,13,D
Sangamon,School,510840107,0,532,Hope Institute-Lindbergh,Amanda Brott,2310 Lindbergh Blvd,Springfield,62704 5530,217787-0357,,99,50,18,D
Sangamon,School,510840107,0,533,Hope Institute-Red Oak,Amanda Brott,3113 Red Oak Ln,Springfield,62712 8391,217585-8173,,96,48,13,D
Sangamon,School,510840107,0,534,Hope Institute-Springwood,Amanda Brott,2917 Springwood Dr,Springfield,62712 5839,217585-1618,,96,48,13,D
Sangamon,School,510840107,0,535,Hope Institute-Delano,Amanda Brott,5 Delano Ln,Springfield,62703 5312,217585-0419,,99,50,13,D
Sangamon,School,510840107,0,538,Hope Institute-Grant,Camille Randall,15 E Hazel Dell Ln,Springfield,62712 4210,217585-5136,,99,50,13,D
Sangamon,School,510840107,0,540,Hope Institute-Heather Mill,Amanda Brott,2312 Heather Mill Ct,Springfield,62704 6551,217726-8854,,99,50,18,D
Sangamon,School,510840107,0,544,Hope Institute-Stockton,Amanda Brott,2109 Stockton Dr,Springfield,62703 5234,217585-6882,,99,50,13,D
Sangamon,School,510840107,0,553,Hope Institute-Belhaven,Amanda Brott,25 Belhaven Dr,Springfield,62704 5434,217670-1995,,99,50,18,D
Sangamon,School,510840107,0,559,Hope Institute-Kennedy,Camille Randall,15 E Hazel Dell Ln,Springfield,62712 4210,217585-5198,,99,50,13,D
Sangamon,School,510840107,0,560,Hope Institute-Jefferson,Amanda Brott,15 E Hazel Dell Ln,Springfield,62712 4210,217585-5164,,99,50,13,D
Sangamon,School,510840107,0,563,Hope Institute-Grinnell,Camille Randall,2317 Grinnell Dr,Springfield,62704 5442,217546-3045,,99,50,18,D
Sangamon,School,510840107,0,570,Hope Institute-Nyre,Amanda Brott,13 Hazel Dell Ln,Springfield,62712,217585-3705,,99,50,13,D
Sangamon,School,510840107,0,574,Hope Institute-Monroe,Amanda Brott,13 Hazel Dell Ln,Springfield,62712,217785-5142,,99,50,13,D
Sangamon,School,510840107,0,600,Hope Vocational Academy,Greg Gardner,5220 S 6th St Rd,Springfield,62703,217585-5129,,,,,D
Sangamon,Dist,510840204,0,0,Spfld Diocese Catholic Charities,Steven Roach,1625 W Washington St,Springfield,62702 4757,217523-9201,,99,50,13,C
Sangamon,School,510840204,0,175,Catholic Childrens Home-Day,Mrs. Kimberly Speidel,1400 State St,Alton,62002 3410,618465-3594,,111,56,12,D
Sangamon,School,510840204,0,518,Catholic Childrens Home,Mrs. Kimberly Speidel,1400 State St,Alton,62002 3410,618465-3594,,111,56,12,D
Tazewell,Dist,530900220,0,0,TCRC Inc,Jamie Durdel,21310 State Route 9,Tremont,61568 9252,309347-7148,,87,44,18,C
Tazewell,School,530900220,0,413,Tazewell County Resource Center,Michael Legan,1520 Summer St,Pekin,61554 5643,309347-7148,,91,46,17,D
Woodford,Dist,531020100,0,0,Easterseals Central Illinois,Steve Thompson,507 E Armstrong Ave,Peoria,61603 3201,309686-1177,,,,,C
Woodford,School,531020100,0,100,Easterseals Central IL Learning Acad,Kevin Dill,110 County Rd 400 E,Germantown Hill,61548,309686-1177,,,,,D
Will,Dist,560990134,0,0,Hopewell Schools Inc.,Chad Kollross,1009 S Briggs St,Joliet,60433 9593,815463-9655,,86,43,11,C
Will,School,560990134,0,98,Hopewell School,Chad Kollross,1009 S Briggs St,Joliet,60433 9593,815553-0680,,86,43,11,D
Will,School,560990134,0,193,Bridgepoint Acad of Orland Park,Will McDermott,11520 W 183rd St,Orland Park,60467 9465,630243-6902,,37,19,1,D
Will,Dist,560990226,0,0,Trinity Services,Art Dykstra,1361 E Lincoln Hwy,New Lenox,60451 2153,815463-0719,,37,19,1,C
Will,School,560990226,0,274,Trinity School,Emma Vrlec,1361 E Lincoln Hwy,New Lenox,60451 2153,815463-0719,,37,19,1,D
Will,Dist,560990227,0,0,Center for Disability Services,Jennifer Gabrenya,311 S Reed St,Joliet,60436 2050,815744-3500,,86,43,11,C
Will,School,560990227,0,42,Center for Disability Services,Susan Knaperek,311 S Reed St,Joliet,60436 2050,815744-3500,,86,43,11,D
Will,School,560990227,0,170,Center for Disability Serv. INT,Susan Knaperek,311 S Reed St,Joliet,60436 2050,815744-3500,,86,43,11,D
Will,Dist,560990296,0,0,Hopewell Career Academy Inc,Chad Kollross,1009 S Briggs St,Joliet,60433 9593,815553-0680,,86,43,11,C
Will,School,560990296,0,162,Hopewell Career Academy,Will McDermott,1352 N Cedar Rd,New Lenox,60451 1163,815463-4884,,37,19,11,D
Will,School,560990296,0,171,Hopewell Academy of Orland Park,Chuck Kollross,11524 W 183rd St,Orland Park,60467 9463,815463-9655,,37,19,1,D
OUT OF STATE,Dist,777770010,0,0,Kings Daughters School,Dr. David H Craig,412 W 9th St,Columbia,38401 3105,931388-3810,,,,,C
OUT OF STATE,School,777770010,0,805,Kings Daughters School,Dr. David H Craig,412 W 9th St,Columbia,38401 3105,931388-3810,,,,,D
OUT OF STATE,School,777770010,0,806,Kings Daughters - Autism,Dr. David Craig,412 W 9th St,Columbia,38401 3105,931388-3810,,,,,D
OUT OF STATE,Dist,777770016,0,0,New England Center for Children,Vincent Strully Jr,33 Turnpike Rd,Southborough,01772 2108,508481-1015,,,,,C
OUT OF STATE,School,777770016,0,770,New England Center for Children,Heather Morrison,33 Turnpike Rd,Southborough,01772 2108,508481-1015,,,,,D
OUT OF STATE,Dist,777770018,0,0,Bellefaire,Adam Jacobs,22001 Fairmount Blvd,Shaker Heights,44118 4819,216320-8222,,,,,C
OUT OF STATE,School,777770018,0,620,Bellefaire-Monarch School,Leigh Johnson,22001 Fairmount Blvd,Shaker Heights,44118 4819,216320-8222,,,,,D
OUT OF STATE,School,777770018,0,778,Bellefaire-Intensive,Leigh Johnson,22001 Fairmount Blvd,Shaker Heights,44118 4819,216320-8222,,,,,D
OUT OF STATE,School,777770018,0,779,Bellefaire-Transitional,Leigh Johnson,22001 Fairmount Blvd,Shaker Heights,44118 4819,216320-8222,,,,,D
OUT OF STATE,School,777770018,0,797,Bellefaire-Monarch Boarding Academy,Leigh Johnson,22001 Fairmount Blvd,Shaker Heights,44118 4819,216320-8222,,,,,D
OUT OF STATE,Dist,777770019,0,0,Boys Town Schools,Father Steven Boes,13603 Flanagan Blvd,Boys Town,68010 7501,402964-7273,,,,,C
OUT OF STATE,School,777770019,0,803,Boys Town Schools,Tanya Martin,13603 Flanagan Blvd,Boys Town,68010 7501,402498-1898,,,,,D
OUT OF STATE,School,777770019,0,804,Boys Town Interim Program Schools,Shawna Younghans,555 N 30th St,Omaha,68131 2136,402964-7273,,,,,D
OUT OF STATE,Dist,777770022,0,0,Boston Higashi School,Michael L Kelly,800 N Main St,Randolph,02368 3663,617961-0800,,,,,C
OUT OF STATE,School,777770022,0,720,Boston Higashi School,Deborah Donovan,800 N Main St,Randolph,02368 3663,781961-0800,,,,,D
OUT OF STATE,School,777770022,0,878,Boston Higashi - Extended,Deborah Donovan,800 N Main St,Randolph,02368 3663,781961-0800,,,,,D
OUT OF STATE,Dist,777770025,0,0,Cornell Corrections of CA Inc,Brandon Miller,700 Four Mile Pkwy,Canon City,81212 9114,719276-7500,,,,,C
OUT OF STATE,Dist,777770029,0,0,La Europa Academy,Kent Tasso,PO Box 575780,Salt Lake City,84157 5780,801268-9300,,,,,C
OUT OF STATE,School,777770029,0,819,La Europa Academy,Lucy Terzis,1220 E Vine St,Murray,84121 1738,801268-9300,,,,,D
OUT OF STATE,Dist,777770031,0,0,Wediko Childrens Service,Amy C Sousa,72-74 E Dedham St,Boston,02118,617292-9200,,,,,C
OUT OF STATE,School,777770031,0,798,Wediko School,Kimberly Guest,11 Bobcat Blvd,Windsor,03244 7419,603478-5236,,,,,D
OUT OF STATE,School,777770031,0,871,Wediko School - Intensive,Kimberly Guest,11 Bobcat Blvd,Windsor,03244 7419,603478-5236,,,,,D
OUT OF STATE,Dist,777770032,0,0,Specialized Ed Services Inc-SESI,Dr. Michael Kaufman,385 Oxford Valley Rd,Yardley,19067 7700,215369-8699,,,,,C
OUT OF STATE,School,777770032,0,240,High Road School of Bloomington,Vicki Kennedy,1316 E Empire St Ste A,Bloomington,61701 3420,309454-8700,,105,53,18,D
OUT OF STATE,School,777770032,0,241,High Road School - Intensive,Vicki Kennedy,1316 E Empire St Ste A,Bloomington,61701 3420,309454-8700,,105,53,18,D
OUT OF STATE,Dist,777770033,0,0,Grove School Inc,Richard Chorney,175 Copse Rd,Madison,06443 2323,203245-2778,,,,,C
OUT OF STATE,School,777770033,0,811,Grove School,Leon Losapio,175 Copse Rd,Madison,06443 2323,203245-2778,,,,,D
OUT OF STATE,Dist,777770036,0,0,Central Institute f/t Deaf,Robin M Feder,825 S Taylor Ave,Saint Louis,63110 1567,314977-0132,,,,,C
OUT OF STATE,School,777770036,0,630,Central Inst f/t Deaf-Day,Donita Gibbs,825 S Taylor Ave,Saint Louis,63110 1567,314977-0130,,,,,D
OUT OF STATE,Dist,777770037,0,0,Universal Health Services,Dr. Bill Parsons,3401 W End Ave,Nashville,37203 1042,615250-0000,,,,,C
OUT OF STATE,Dist,777770041,0,0,Devereux Foundation,Robert Kreider,444 Devereux Dr,Villanova,19085 1932,610542-3000,,,,,C
OUT OF STATE,School,777770041,0,823,Devereux Georgia Treatment Net,Gwendolyn B Skinner,1291 Stanley Rd NW,Kennesaw,30152 4359,770427-0147,,,,,D
OUT OF STATE,School,777770041,0,832,Devereux Glenholme School,Maryann Campbell,81 Sabbaday Ln,Washington,06793 1318,860868-7377,,,,,D
OUT OF STATE,Dist,777770042,0,0,Acadia Health Care,Joey Jacobs,830 Crescent Centre Dr Ste 610,Franklin,37067 7323,615861-6000,,,,,C
OUT OF STATE,School,777770042,0,840,Youth Care of Utah,Trina Packard,PO Box 909,Draper,84020 0909,801572-6989,,,,,D
OUT OF STATE,Dist,777770049,0,0,Innerchange,Jennifer Steiner,2172 E 7200 S,Spanish Fork,84660 9340,866661-7509,,,,,C
OUT OF STATE,School,777770049,0,627,New Haven Residential Treatment,John Stewart,2152 E 7200 S,Spanish Fork,84660 9340,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,826,New Haven RTC Parks House,Matt Bartlett,258 W 400 N,Saratoga Springs,84045,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,828,New Haven Residential Treatment,John Stewart,2152 E 7200 S,Spanish Fork,84660 9340,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,838,New Haven RTC Nightingale House,Matt Bartlett,244 W 400 N,Saratoga Springs,84045,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,847,New Haven RTC Roosevelt House,Matt Bartlett,2152 E 7200 S,Spanish Fork,84660 9340,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,850,New Haven RTC Anthony House,Matt Bartlett,258 W 400 N,Saratoga Springs,84045,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,852,New Haven RTC Hobble Creek,Matt Bartlett,266 South Left Fork Hobble Creek Canyon,Springville,84660,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,854,New Haven RTC Teresa House,Matt Bartlett,2172 E 7200 S,Spanish Fork,84660 9340,801794-1218,,,,,D
OUT OF STATE,School,777770049,0,855,New Haven RTC Sacajawea House,Matt Bartlett,2096 E 7200 S,Spanish Fork,84660 9338,801794-1218,,,,,D
OUT OF STATE,Dist,777770053,0,0,Chileda Institute,Ruth Wiseman,1825 Victory St,La Crosse,54601 7201,608782-6480,,,,,C
OUT OF STATE,School,777770053,0,812,Chileda Institute,Rick Jones,1825 Victory St,La Crosse,54601 7201,608782-6480,,,,,D
OUT OF STATE,School,777770053,0,924,Chileda Institute - Intensive,Rick Jones,1825 Victory St,La Crosse,54601 7201,608782-6480,,,,,D
OUT OF STATE,Dist,777770056,0,0,Change Academy Lake o/t Ozarks,Chris Perkins,130 Calo Ln,Lake Ozark,65049 9208,573365-2221,,,,,C
OUT OF STATE,School,777770056,0,831,Change Academy Lake o/t Ozarks,Abby Mayer,130 Calo Ln,Lake Ozark,65049 9208,573365-2221,,,,,D
OUT OF STATE,Dist,777770057,0,0,Cleveland-University Heights SD,Robert Burmeister,2155 Miramar Blvd,University Heights,44118 3301,216371-7171,,,,,C
OUT OF STATE,School,777770057,0,955,Cleveland-University Heights SD,Robert Burmeister,2155 Miramar Blvd,University Heights,44118 3301,216371-7171,,,,,D
OUT OF STATE,Dist,777770058,0,0,Waterfall Canyon Academy,Richard Dimick,3375 Harrison Blvd,Ogden,84403 1228,801621-3901,,,,,C
OUT OF STATE,School,777770058,0,833,Waterfall Canyon Academy,Karen Nickel,3375 Harrison Blvd,Ogden,84403 1228,801621-3901,,,,,D
OUT OF STATE,Dist,777770062,0,0,Seven Hills Foundation,Joseph Allred,455 South St,Barre,01005 8909,978355-4541,,,,,C
OUT OF STATE,School,777770062,0,835,Stetson School,Carrie Lehmann,455 South St,Barre,01005 8909,978355-4541,,,,,D
OUT OF STATE,Dist,777770070,0,0,May Institute Inc,Dr. Lauren Solatar,41 Pacella Park Dr,Randolph,02368 1755,781440-0400,,,,,C
OUT OF STATE,School,777770070,0,872,May Center for Brain Injury and Related Disorders,Andrea Potoczny-Gray,596 Summer St,Brockton,02302 4210,508588-8800,,,,,D
OUT OF STATE,Dist,777770071,0,0,Falcon Ridge Ranch,Joette Hayden,633 E Highway 9,Virgin,84779,435635-5260,,,,,C
OUT OF STATE,School,777770071,0,836,Falcon Ridge Ranch,Joette Hayden,633 E Highway 9,Virgin,84779,435635-5260,,,,,D
OUT OF STATE,Dist,777770072,0,0,Devereux Texas Treatment Network,Pamela E Reed,1150 Devereux Dr,League City,77573 2043,281335-1000,,,,,C
OUT OF STATE,School,777770072,0,843,Devereux Texas Treatment Network,Pamela E Reed,1150 Devereux Dr,League City,77573 2043,281335-1000,,,,,D
OUT OF STATE,School,777770072,0,844,Devereux-Units #4 & #5,Pamela E Helm,1150 Devereux Dr,League City,77573 2043,281335-1000,,,,,D
OUT OF STATE,School,777770072,0,845,Devereux Victoria - Young Adult,Richard Perkins,PO Box 2666,Victoria,77902 2666,361575-8271,,,,,D
OUT OF STATE,School,777770072,0,846,Devereux-Victoria,Richard Perkins,PO Box 2666,Victoria,77902 2666,361575-8271,,,,,D
OUT OF STATE,Dist,777770074,0,0,Clarinda Youth Corporation,Reggie St. Romain,1820 N 16th St,Clarinda,51632 1165,712542-3103,,,,,C
OUT OF STATE,School,777770074,0,875,Clarinda Academy - Residential,Brittany Behr,1820 N 16th St,Clarinda,51632 1165,712542-3103,,,,,D
OUT OF STATE,School,777770074,0,965,Clarinda Academy,Chad Leonard,1820 N 16th St,Clarinda,51632 1165,712542-3103,,,,,D
OUT OF STATE,Dist,777770075,0,0,Elk Mountain Academy,Loretta Olding,3067 Mosquito Creek Rd,Clark Fork,83811 9825,208266-1122,,,,,C
OUT OF STATE,School,777770075,0,841,Elk Mountain Academy,Blake Miller,3067 Mosquito Creek Rd,Clark Fork,83811 9825,208266-1122,,,,,D
OUT OF STATE,Dist,777770078,0,0,Hughes Cntr-Exceptional Children,Michael S Triggs,1601 Franklin Tpke,Danville,24540 1031,434836-8500,,16,19,5,C
OUT OF STATE,Dist,777770084,0,0,Pines Residential Trt Cntr,Wesley Mason III,825 Crawford Pkwy,Portsmouth,23704 2301,757391-6734,,80,18,3,C
OUT OF STATE,Dist,777770088,0,0,Woodward Youth Corporation,Ryan Santi,1251-334th St,Woodward,50276,515438-3481,,,,,C
OUT OF STATE,School,777770088,0,867,Woodward Academy,Mr. Aaron Peterson,1251-334th St,Woodward,50276,515438-3481,,,,,D
OUT OF STATE,School,777770088,0,868,Woodward Academy JSO,Mr. Aaron Peterson,1251 - 334th St,Woodward,50276,515438-3481,,,,,D
OUT OF STATE,School,777770088,0,962,Woodward Academy - Public School,Mr. Aaron Peterson,1251 - 334th St,Woodward,50276,515438-3481,,,,,D
OUT OF STATE,Dist,777770089,0,0,Forest Heights Lodge,Linda Clefisch,PO Box 789,Evergreen,80437 0789,303674-6681,,,,,C
OUT OF STATE,School,777770089,0,817,Forest Heights Lodge,Linda Clefisch,PO Box 789,Evergreen,80437 0789,303674-6681,,,,,D
OUT OF STATE,Dist,777770094,0,0,Neuro Institute of Austin,Ed Prettyman,1106 W Dittmar Rd,Austin,78745 6328,512444-4835,,,,,C
OUT OF STATE,Dist,777770102,0,0,Heartspring,David Stupay,8700 E 29th St N,Wichita,67226 2169,316634-8700,,,,,C
OUT OF STATE,School,777770102,0,733,Heartspring,David Stupay,8700 E 29th St N,Wichita,67226 2169,316634-8700,,,,,D
OUT OF STATE,School,777770102,0,876,Heartspring - Intensive,David Stupay,8700 E 29th St N,Wichita,67226 2169,316634-8700,,,,,D
OUT OF STATE,Dist,777770103,0,0,Heritage Schools Inc,Jerry Spanos,5600 Heritage School Dr,Provo,84604 7701,801226-4600,,,,,C
OUT OF STATE,School,777770103,0,848,Heritage School Inc,Jerry Spanos,5600 Heritage School Dr,Provo,84604 7701,801226-4600,,,,,D
OUT OF STATE,Dist,777770104,0,0,Heartland Behavioral Health,Alyson Harder,1500 W Ashland St,Nevada,64772 1710,417667-2666,,,,,C
OUT OF STATE,School,777770104,0,874,Heartland Behavioral Services,Alyson Harder,1500 W Ashland St,Nevada,64772 1710,417667-2666,,,,,D
OUT OF STATE,School,777770104,0,966,Heartland Behavioral/R-5 Public,Tina Sitz,1500 W Ashland St,Nevada,64772 1710,417667-2666,,,,,D
OUT OF STATE,Dist,777770105,0,0,Hillcrest Family Services,Gary L Gansemer,2005 Asbury Rd,Dubuque,52001 3042,563583-7357,,,,,C
OUT OF STATE,School,777770105,0,698,Anna B Lawther Academy,Christine Davis,2005 Asbury Rd,Dubuque,52001 3042,563582-4015,,,,,D
OUT OF STATE,School,777770105,0,857,Anna B Lawther Academy,Christine Davis,2005 Asbury Rd,Dubuque,52001 3042,563582-4015,,,,,D
OUT OF STATE,Dist,777770106,0,0,Hoosier Care Inc,Tom Watts,1050 Chinoe Rd Ste 350,Lexington,40502 6571,859255-0075,,,,,C
OUT OF STATE,School,777770106,0,352,Swann Special Care-Elementary,Huey(Debbie) Lang,2422 W Springfield Ave,Champaign,61821 2812,217398-9273,,103,52,13,D
OUT OF STATE,School,777770106,0,354,Swann Special Care-Secondary,John Lawrence,2418 W Springfield Ave,Champaign,61821 2812,217398-9270,,103,52,13,D
OUT OF STATE,School,777770106,0,361,Walter Lawson Childrens Home,Katie Johnson,1820 Walter Lawson Dr,Loves Park,61111 2757,815633-6636,,68,34,16,D
OUT OF STATE,School,777770106,0,496,Swann Special Care Center,Kym Halberstadt,109 Kenwood Rd,Champaign,61821 2905,217356-5164,,103,52,13,D
OUT OF STATE,Dist,777770112,0,0,Discovery Academy,Brent Hall,105 N 500 W,Provo,84601 2646,801489-3311,,,,,C
OUT OF STATE,School,777770112,0,877,Discovery Ranch Boys,Clint Dorny,1308 S 1600 W,Mapleton,84664 4221,801489-3311,,,,,D
OUT OF STATE,School,777770112,0,910,Discovery Connections,Nicholas Pakidko,1834 Sandhill Rd,Orem,84058 7512,801374-2121,,,,,D
OUT OF STATE,School,777770112,0,931,Discovery Academy,Nicholas Pakidko,105 N 500 W,Provo,84601 2646,801960-9615,,,,,D
OUT OF STATE,School,777770112,0,942,Discovery Ranch for Girls,Andrea Burgess,4928 N 4500 W,Cedar City,84721 5632,435865-9574,,,,,D
OUT OF STATE,Dist,777770113,0,0,Crotched Mountain Rehab Center,Michael Coughlin,1 Verney Dr,Greenfield,03047 5000,603547-3311,,,,,C
OUT OF STATE,School,777770113,0,879,Crotched Mountain School,Melissa White,1 Verney Dr,Greenfield,03047 5000,603547-1503,,,,,D
OUT OF STATE,Dist,777770120,0,0,Southwood Psychiatric Hospital,Steve Quigley,2575 Boyce Plaza Rd,Pittsburgh,15241 3925,412257-2290,,,,,C
OUT OF STATE,Dist,777770122,0,0,Perkins School for the Blind,David Power,175 N Beacon St,Watertown,02472 2751,617924-3434,,,,,C
OUT OF STATE,School,777770122,0,884,Perkins School for the Blind,Christopher Underwood,175 N Beacon St,Watertown,02472 2751,617924-3434,,,,,D
OUT OF STATE,School,777770122,0,885,Perkins - Multi-Impaired,Christopher Underwood,175 N Beacon St,Watertown,02472 2751,617924-3434,,,,,D
