from_home_rcdts,from_home_school,from_serving_rcdts,from_serving_school,to_home_rcdts,to_home_school,to_home_district,to_serving_rcdts,to_serving_school,to_serving_district,student_id_no,school_year,enrollment_date,exit_date,exit_code,exit_desc
150162990252072,Nicholson Technology Acad Elem Sch,150162990252072,Nicholson Technology Acad Elem Sch,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,2647472,2014,09/04/13,11/05/13,20,Transfer to another public school district IN Illinois
15016299025201C,Chicago International Charter,15016299025201C,Chicago International Charter,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,2700780,2014,08/12/13,02/04/14,20,Transfer to another public school district IN Illinois
150162990252317,Locke  J Elem School,150162990252317,Locke  J Elem School,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,3899149,2014,08/26/13,12/19/13,20,Transfer to another public school district IN Illinois
150162990250616,Manley Career Academy High School,150162990250616,Manley Career Academy High School,041012050250001,Auburn High School,Rockford SD 205,041012050253075,Roosevelt Center,,2619819,2014,09/25/13,09/29/13,4,Transfer to Private School
150162990252246,Harvard Elem School,150162990252246,Harvard Elem School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,2845998,2014,08/26/13,11/03/13,20,Transfer to another public school district IN Illinois
150162990252319,Lovett Elem School,150162990252319,Lovett Elem School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,3443199,2014,08/26/13,12/04/13,20,Transfer to another public school district IN Illinois
150162990252913,Fairfield Elem Academy,150162990252913,Fairfield Elem Academy,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,3702487,2014,08/27/13,11/03/13,20,Transfer to another public school district IN Illinois
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2419937,2014,08/26/13,10/30/13,20,Transfer to another public school district IN Illinois
15016299025234C,KIPP Chicago Charter Schools,15016299025234C,KIPP Chicago Charter Schools,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2858046,2014,01/23/14,03/06/14,11,"Moved, not known to be continuing"
150162990252110,Brunson Math & Sci Specialty Elem,150162990252110,Brunson Math & Sci Specialty Elem,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2966398,2014,11/05/13,04/14/14,20,Transfer to another public school district IN Illinois
150162990252472,Stowe Elem School,150162990252472,Stowe Elem School,041012050252064,West View Elem School,Rockford SD 205,041012050252064,West View Elem School,Rockford SD 205,3709684,2014,12/11/13,02/18/14,20,Transfer to another public school district IN Illinois
150162990252316,Lloyd Elem School,150162990252316,Lloyd Elem School,041012050252066,Whitehead Elem School,Rockford SD 205,041012050252066,Whitehead Elem School,Rockford SD 205,2852840,2014,08/26/13,01/05/14,20,Transfer to another public school district IN Illinois
150162990252098,Brownell Elem School,150162990252098,Brownell Elem School,041012050252066,Whitehead Elem School,Rockford SD 205,041012050252066,Whitehead Elem School,Rockford SD 205,3709730,2014,08/26/13,02/27/14,20,Transfer to another public school district IN Illinois
150162990252093,Brennemann Elem School,150162990252093,Brennemann Elem School,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,2842155,2014,08/26/13,05/01/14,20,Transfer to another public school district IN Illinois
150162990252487,Tilton Elem School,150162990252487,Tilton Elem School,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,2933047,2014,08/26/13,03/16/14,20,Transfer to another public school district IN Illinois
150162990252487,Tilton Elem School,150162990252487,Tilton Elem School,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,2933048,2014,08/26/13,03/19/14,20,Transfer to another public school district IN Illinois
150162990252921,Courtenay Elem Language Arts Ctr,150162990252921,Courtenay Elem Language Arts Ctr,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,3359606,2014,09/09/13,05/05/14,11,"Moved, not known to be continuing"
150162990252344,McCutcheon Elem School,150162990252344,McCutcheon Elem School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2744676,2015,08/25/14,03/05/15,20,Transfer to another public school district IN Illinois
150162990252081,Belding Elem School,150162990252081,Belding Elem School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,4336099,2015,12/08/14,02/26/15,20,Transfer to another public school district IN Illinois
150162990252914,Sandoval Elem School,150162990252914,Sandoval Elem School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,4338160,2015,09/02/14,03/02/15,20,Transfer to another public school district IN Illinois
150162990252936,Claremont Academy Elem School,150162990252936,Claremont Academy Elem School,041012050252027,Arthur Froberg Elem School,Rockford SD 205,041012050252027,Arthur Froberg Elem School,Rockford SD 205,3598910,2015,09/02/14,03/09/15,20,Transfer to another public school district IN Illinois
150162990252498,Wadsworth Elem School,150162990252498,Wadsworth Elem School,041012050252027,Arthur Froberg Elem School,Rockford SD 205,041012050252027,Arthur Froberg Elem School,Rockford SD 205,3917088,2015,08/29/14,08/21/15,20,Transfer to another public school district IN Illinois
150162990250026,Lake View High School,150162990250026,Lake View High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2324427,2015,09/08/14,10/31/14,20,Transfer to another public school district IN Illinois
150162990250034,Phillips Academy High School,150162990250034,Phillips Academy High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2366368,2015,10/10/14,12/15/14,20,Transfer to another public school district IN Illinois
150162990250034,Phillips Academy High School,150162990250034,Phillips Academy High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2390567,2015,10/10/14,10/31/14,4,Transfer to Private School
150162990252915,Northwest Middle School,150162990252915,Northwest Middle School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2420826,2015,09/02/14,02/02/15,20,Transfer to another public school district IN Illinois
150162990250016,Harlan Community Academy HS,150162990250016,Harlan Community Academy HS,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2622452,2015,10/28/14,02/09/15,20,Transfer to another public school district IN Illinois
150162990250537,Simeon Career Academy High School,150162990250537,Simeon Career Academy High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2627717,2015,07/01/14,02/17/15,20,Transfer to another public school district IN Illinois
150162990252148,Darwin Elem School,150162990252155,Chopin Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2634235,2015,09/02/14,11/21/14,4,Transfer to Private School
150162990250803,Phoenix Military Academy HS,150162990250803,Phoenix Military Academy HS,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2641418,2015,07/01/14,11/24/14,20,Transfer to another public school district IN Illinois
150162990252129,Chappell Elem School,150162990252129,Chappell Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2367279,2015,09/16/14,10/29/14,20,Transfer to another public school district IN Illinois
150162990252412,Prussing Elem School,150162990252412,Prussing Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2447092,2015,09/02/14,10/01/14,20,Transfer to another public school district IN Illinois
150162990252187,Ellington Elem School,150162990252187,Ellington Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2585918,2015,08/29/14,01/05/15,20,Transfer to another public school district IN Illinois
15016299025201C,Chicago International Charter,15016299025201C,Chicago International Charter,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2636667,2015,08/28/14,03/20/15,20,Transfer to another public school district IN Illinois
150162990252963,Camras Elem School,150162990252963,Camras Elem School,041012050252018,Brookview Elem School,Rockford SD 205,041012050252018,Brookview Elem School,Rockford SD 205,3464779,2015,09/02/14,06/19/15,20,Transfer to another public school district IN Illinois
150162990252714,Leland Elem School,150162990252714,Leland Elem School,041012050252017,C Henry Bloom Elem School,Rockford SD 205,041012050252017,C Henry Bloom Elem School,Rockford SD 205,3538910,2015,09/04/14,12/17/14,20,Transfer to another public school district IN Illinois
150162990252605,Depriest Elem School,150162990252605,Depriest Elem School,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,3091683,2015,09/02/14,12/17/14,20,Transfer to another public school district IN Illinois
150162990252392,Parker Elem Community Academy,150162990252392,Parker Elem Community Academy,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2852100,2015,09/10/14,11/20/14,20,Transfer to another public school district IN Illinois
150162990252100,Bouchet Elem Math & Science Acad,150162990252100,Bouchet Elem Math & Science Acad,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,3036226,2015,02/09/15,05/03/15,20,Transfer to another public school district IN Illinois
150162990252605,Depriest Elem School,150162990252605,Depriest Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,3128241,2015,09/02/14,12/10/14,20,Transfer to another public school district IN Illinois
150162990252421,Reilly Elem School,150162990252421,Reilly Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,3847559,2015,09/02/14,11/03/14,20,Transfer to another public school district IN Illinois
150162990252392,Parker Elem Community Academy,150162990252392,Parker Elem Community Academy,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,4018327,2015,09/10/14,11/19/14,20,Transfer to another public school district IN Illinois
150162990252915,Northwest Middle School,150162990252915,Northwest Middle School,041012050251006,Eisenhower Middle School,Rockford SD 205,041012050251006,Eisenhower Middle School,Rockford SD 205,2385509,2015,09/02/14,01/05/15,20,Transfer to another public school district IN Illinois
150162990252844,Morton Elem Career Academy,150162990252844,Morton Elem Career Academy,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,2845040,2015,09/02/14,06/22/15,20,Transfer to another public school district IN Illinois
150162990252222,Owens Community Academy ES,150162990252222,Owens Community Academy ES,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3048652,2015,01/06/15,02/17/15,20,Transfer to another public school district IN Illinois
150162990252344,McCutcheon Elem School,150162990252344,McCutcheon Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3135542,2015,08/25/14,03/05/15,20,Transfer to another public school district IN Illinois
150162990252807,Randolph Elem School,150162990252807,Randolph Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3269843,2015,09/25/14,11/23/14,20,Transfer to another public school district IN Illinois
150162990252480,Taylor Elem School,150162990252480,Taylor Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3358056,2015,12/16/14,04/08/15,11,"Moved, not known to be continuing"
150162990252153,Deneen Elem School,150162990252153,Deneen Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3360028,2015,09/15/14,10/01/14,20,Transfer to another public school district IN Illinois
150162990252437,Ashe Elem School,150162990252437,Ashe Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3403272,2015,09/08/14,03/09/15,20,Transfer to another public school district IN Illinois
150162990252453,Sherman Elem School,150162990252453,Sherman Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3476032,2015,11/19/14,05/13/15,20,Transfer to another public school district IN Illinois
150162990252321,Lowell Elem School,150162990252321,Lowell Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3478635,2015,09/02/14,03/24/15,20,Transfer to another public school district IN Illinois
150162990252321,Lowell Elem School,150162990252321,Lowell Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3851144,2015,09/02/14,03/23/15,20,Transfer to another public school district IN Illinois
150162990252437,Ashe Elem School,150162990252437,Ashe Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3854126,2015,09/08/14,03/09/15,20,Transfer to another public school district IN Illinois
150162990252807,Randolph Elem School,150162990252807,Randolph Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3871249,2015,09/25/14,11/21/14,20,Transfer to another public school district IN Illinois
150162990252321,Lowell Elem School,150162990252321,Lowell Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3873117,2015,09/02/14,03/23/15,20,Transfer to another public school district IN Illinois
150162990252321,Lowell Elem School,150162990252321,Lowell Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3873123,2015,09/02/14,03/23/15,20,Transfer to another public school district IN Illinois
150162990252453,Sherman Elem School,150162990252453,Sherman Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3928303,2015,09/10/14,03/09/15,20,Transfer to another public school district IN Illinois
150162990252453,Sherman Elem School,150162990252453,Sherman Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3928304,2015,09/10/14,03/09/15,20,Transfer to another public school district IN Illinois
150162990252605,Depriest Elem School,150162990252605,Depriest Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4112343,2015,09/11/14,01/29/15,20,Transfer to another public school district IN Illinois
150162990252394,Park Manor Elem School,150162990252394,Park Manor Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4123922,2015,09/08/14,11/21/14,20,Transfer to another public school district IN Illinois
150162990252344,McCutcheon Elem School,150162990252344,McCutcheon Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4297047,2015,08/25/14,02/27/15,11,"Moved, not known to be continuing"
150162990252605,Depriest Elem School,150162990252605,Depriest Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,4298223,2015,09/22/14,01/29/15,11,"Moved, not known to be continuing"
150162990250013,Foreman High School,150162990250013,Foreman High School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2386290,2015,07/01/14,01/30/15,20,Transfer to another public school district IN Illinois
150162990250531,Dunbar Vocational Career Acad HS,150162990250531,Dunbar Vocational Career Acad HS,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2467815,2015,02/09/15,02/20/15,20,Transfer to another public school district IN Illinois
150162990250531,Dunbar Vocational Career Acad HS,150162990250531,Dunbar Vocational Career Acad HS,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,3565353,2015,09/08/14,12/14/14,20,Transfer to another public school district IN Illinois
150162990252462,Spencer Technology Acad Elem Sch,150162990252462,Spencer Technology Acad Elem Sch,041012050252034,Haskell Academy,Rockford SD 205,041012050252034,Haskell Academy,Rockford SD 205,4081634,2015,09/02/14,10/27/14,20,Transfer to another public school district IN Illinois
15016299025201C,Chicago International Charter,15016299025201C,Chicago International Charter,04101205025203C,Jackson Charter School,Rockford SD 205,04101205025203C,Jackson Charter School,Rockford SD 205,3908110,2015,07/07/14,03/22/15,20,Transfer to another public school district IN Illinois
150162990252079,Beethoven Elem School,150162990252079,Beethoven Elem School,04101205025203C,Jackson Charter School,Rockford SD 205,04101205025203C,Jackson Charter School,Rockford SD 205,3937572,2015,10/03/14,06/08/15,20,Transfer to another public school district IN Illinois
150162990250829,Uplift Community High School,150162990250829,Uplift Community High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,128042,2015,09/02/14,10/30/14,20,Transfer to another public school district IN Illinois
150162990250024,Kennedy High School,150162990250024,Kennedy High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,1348849,2015,08/26/14,11/03/14,20,Transfer to another public school district IN Illinois
150162990250829,Uplift Community High School,150162990250829,Uplift Community High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2355361,2015,09/02/14,03/05/15,20,Transfer to another public school district IN Illinois
150162990252311,Lewis Elem School,150162990252311,Lewis Elem School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2440875,2015,09/02/14,03/11/15,20,Transfer to another public school district IN Illinois
150162990252194,Falconer Elem School,150162990252194,Falconer Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,2845809,2015,09/02/14,02/20/15,20,Transfer to another public school district IN Illinois
150162990252896,Little Village Elem School,150162990252896,Little Village Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,3633401,2015,08/28/14,12/18/14,20,Transfer to another public school district IN Illinois
150162990252194,Falconer Elem School,150162990252194,Falconer Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,3838476,2015,09/02/14,02/19/15,20,Transfer to another public school district IN Illinois
150162990252194,Falconer Elem School,150162990252194,Falconer Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,4075831,2015,09/02/14,02/19/15,20,Transfer to another public school district IN Illinois
150162990252194,Falconer Elem School,150162990252194,Falconer Elem School,041012050252041,Julia Lathrop Elem School,Rockford SD 205,041012050252041,Julia Lathrop Elem School,Rockford SD 205,3571884,2015,09/02/14,01/29/15,20,Transfer to another public school district IN Illinois
150162990252438,Scammon Elem School,150162990252438,Scammon Elem School,041012050252041,Julia Lathrop Elem School,Rockford SD 205,041012050252041,Julia Lathrop Elem School,Rockford SD 205,3574854,2015,09/02/14,03/26/15,20,Transfer to another public school district IN Illinois
150162990252226,Gray Elem School,150162990252226,Gray Elem School,041012050252041,Julia Lathrop Elem School,Rockford SD 205,041012050252041,Julia Lathrop Elem School,Rockford SD 205,3842213,2015,09/02/14,11/10/14,20,Transfer to another public school district IN Illinois
150162990252226,Gray Elem School,150162990252226,Gray Elem School,041012050252041,Julia Lathrop Elem School,Rockford SD 205,041012050252041,Julia Lathrop Elem School,Rockford SD 205,3869489,2015,09/02/14,11/10/14,20,Transfer to another public school district IN Illinois
150162990252079,Beethoven Elem School,150162990252079,Beethoven Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2383939,2015,09/02/14,02/27/15,20,Transfer to another public school district IN Illinois
150162990252079,Beethoven Elem School,150162990252079,Beethoven Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2672864,2015,11/20/14,06/08/15,20,Transfer to another public school district IN Illinois
150162990252321,Lowell Elem School,150162990252321,Lowell Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2673884,2015,09/02/14,03/24/15,20,Transfer to another public school district IN Illinois
150162990252844,Morton Elem Career Academy,150162990252844,Morton Elem Career Academy,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2682893,2015,09/03/14,06/22/15,20,Transfer to another public school district IN Illinois
150162990252209,Fuller Elem School,150162990252209,Fuller Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2698946,2015,09/02/14,02/17/15,20,Transfer to another public school district IN Illinois
150162990252230,Gregory Math & Sci Elem Academy,150162990252230,Gregory Math & Sci Elem Academy,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3142504,2015,09/02/14,10/31/14,20,Transfer to another public school district IN Illinois
150162990252231,Gresham Elem School,150162990252231,Gresham Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,3217189,2015,09/15/14,12/19/14,20,Transfer to another public school district IN Illinois
150162990252474,Sullivan Elem School,150162990252474,Sullivan Elem School,041012050252040,Kishwaukee Elem School,Rockford SD 205,041012050252040,Kishwaukee Elem School,Rockford SD 205,4004332,2015,02/26/15,05/27/15,20,Transfer to another public school district IN Illinois
150162990252191,Esmond Elem School,150162990252191,Esmond Elem School,04101205025201C,Legacy Acad of Excellence Charter Sch,Rockford SD 205,04101205025201C,Legacy Acad of Excellence Charter Sch,Rockford SD 205,3594591,2015,11/12/14,01/12/15,20,Transfer to another public school district IN Illinois
150162990252392,Parker Elem Community Academy,150162990252392,Parker Elem Community Academy,041012050252084,Lewis Lemon Elementary,Rockford SD 205,041012050252084,Lewis Lemon Elementary,Rockford SD 205,3004583,2015,09/18/14,04/13/15,20,Transfer to another public school district IN Illinois
150162990252210,Fulton Elem School,150162990252210,Fulton Elem School,041012050252084,Lewis Lemon Elementary,Rockford SD 205,041012050252084,Lewis Lemon Elementary,Rockford SD 205,3842757,2015,09/02/14,10/01/14,20,Transfer to another public school district IN Illinois
150162990252714,Leland Elem School,150162990252714,Leland Elem School,041012050252084,Lewis Lemon Elementary,Rockford SD 205,041012050252084,Lewis Lemon Elementary,Rockford SD 205,4004321,2015,09/04/14,12/08/14,20,Transfer to another public school district IN Illinois
150162990252210,Fulton Elem School,150162990252210,Fulton Elem School,041012050252084,Lewis Lemon Elementary,Rockford SD 205,041012050252084,Lewis Lemon Elementary,Rockford SD 205,4296454,2015,08/29/14,10/06/14,20,Transfer to another public school district IN Illinois
150162990252464,Stagg Elem School,150162990252464,Stagg Elem School,041012050252039,Maud E Johnson Elem School,Rockford SD 205,041012050252039,Maud E Johnson Elem School,Rockford SD 205,3459427,2015,09/04/14,12/16/14,20,Transfer to another public school district IN Illinois
150162990252288,Jensen Elem Scholastic Academy,150162990252288,Jensen Elem Scholastic Academy,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,3127626,2015,09/29/14,12/19/14,20,Transfer to another public school district IN Illinois
150162990252936,Claremont Academy Elem School,150162990252936,Claremont Academy Elem School,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,3443027,2015,09/02/14,10/10/14,20,Transfer to another public school district IN Illinois
150162990252190,Ericson Elem Scholastic Academy,150162990252190,Ericson Elem Scholastic Academy,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,3474404,2015,12/18/14,01/05/15,20,Transfer to another public school district IN Illinois
150162990252259,Hendricks Elem Community Academy,150162990252259,Hendricks Elem Community Academy,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,3482349,2015,09/02/14,02/12/15,20,Transfer to another public school district IN Illinois
150162990252936,Claremont Academy Elem School,150162990252936,Claremont Academy Elem School,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,3863711,2015,09/03/14,10/10/14,20,Transfer to another public school district IN Illinois
150162990252908,West Park Elem Academy,150162990252908,West Park Elem Academy,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,4417929,2015,09/02/14,06/19/15,20,Transfer to another public school district IN Illinois
150162990252877,McAuliffe Elem School,150162990252877,McAuliffe Elem School,041012050252063,R K Welsh Elem School,Rockford SD 205,041012050252063,R K Welsh Elem School,Rockford SD 205,3622794,2015,09/02/14,11/24/14,20,Transfer to another public school district IN Illinois
150162990252714,Leland Elem School,150162990252714,Leland Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,040000000009301,Reg'l Learning Academy Star Winn,,2454085,2015,09/02/14,11/17/14,20,Transfer to another public school district IN Illinois
150162990252226,Gray Elem School,150162990252226,Gray Elem School,041012050252051,Riverdahl Elem School,Rockford SD 205,041012050252051,Riverdahl Elem School,Rockford SD 205,4228633,2015,10/29/14,12/18/14,20,Transfer to another public school district IN Illinois
150162990250029,Marshall Metropolitan High School,150162990250029,Marshall Metropolitan High School,041012050250002,Rockford East High School,Rockford SD 205,041012050250002,Rockford East High School,Rockford SD 205,2365917,2015,01/14/15,01/15/15,3,Transfer to Home Schooled
150162990252597,Hernandez Middle School,150162990252597,Hernandez Middle School,041012050250002,Rockford East High School,Rockford SD 205,041012050250002,Rockford East High School,Rockford SD 205,2644826,2015,09/02/14,03/01/15,20,Transfer to another public school district IN Illinois
150162990252436,Sayre Elem Language Academy,150162990252436,Sayre Elem Language Academy,041012050252054,Rolling Green,Rockford SD 205,041012050252054,Rolling Green,Rockford SD 205,3301077,2015,12/04/14,03/14/15,20,Transfer to another public school district IN Illinois
150162990252127,Cather Elem School,150162990252127,Cather Elem School,041012050252054,Rolling Green,Rockford SD 205,041012050252054,Rolling Green,Rockford SD 205,4184272,2015,09/10/14,11/05/14,20,Transfer to another public school district IN Illinois
150162990252436,Sayre Elem Language Academy,150162990252436,Sayre Elem Language Academy,041012050252054,Rolling Green,Rockford SD 205,041012050252054,Rolling Green,Rockford SD 205,4235864,2015,12/04/14,03/14/15,20,Transfer to another public school district IN Illinois
150162990250023,Kelvyn Park High School,150162990250023,Kelvyn Park High School,041012050250001,Auburn High School,Rockford SD 205,041012050253075,Roosevelt Center,,1520815,2015,12/09/14,03/30/15,20,Transfer to another public school district IN Illinois
150162990250531,Dunbar Vocational Career Acad HS,150162990250531,Dunbar Vocational Career Acad HS,041012050250003,Guilford High School,Rockford SD 205,041012050253075,Roosevelt Center,,3563575,2015,09/08/14,10/22/14,20,Transfer to another public school district IN Illinois
15016299025004C,Youth Connections Charter HS,15016299025004C,Youth Connections Charter HS,041012050250003,Guilford High School,Rockford SD 205,041012050253075,Roosevelt Center,,3565707,2015,09/17/14,10/27/14,20,Transfer to another public school district IN Illinois
150162990252469,Spry Elem Community School,150162990252469,Spry Elem Community School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,3355210,2015,09/02/14,12/05/14,20,Transfer to another public school district IN Illinois
150162990252387,OToole Elem School,150162990252387,OToole Elem School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,3634176,2015,09/17/14,10/31/14,20,Transfer to another public school district IN Illinois
150162990252369,Neil Elem School,150162990252369,Neil Elem School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,3691151,2015,09/02/14,10/17/14,20,Transfer to another public school district IN Illinois
